species,gene_name,uniprot_id,fasta_accession,notes,,sequence identity
dog,,A0A0U2PLQ3,A0A0U2PLQ3_CANLF|protein,Files in cyp/dog_0,,
macaca_mulatta,CYP27A1,A0A5F7ZSQ4,A0A5F7ZSQ4_MACMU|protein,Files in cyp/macaca_mulatta_62,,
macaca_mulatta,CYP2A26,A0A5F7ZSZ0,A0A5F7ZSZ0_MACMU|protein,Files in cyp/macaca_mulatta_63,,
macaca_mulatta,CYP27A1,A0A5F8A4I9,A0A5F8A4I9_MACMU|protein,Files in cyp/macaca_mulatta_64,,
macaca_mulatta,CYP3A7,A0A5F8A5R2,A0A5F8A5R2_MACMU|protein,Files in cyp/macaca_mulatta_65,,
macaca_mulatta,CYP2C93,A0A5F8A8B6,A0A5F8A8B6_MACMU|protein,Files in cyp/macaca_mulatta_66,,
macaca_mulatta,CYP2A26,A0A5F8AC59,A0A5F8AC59_MACMU|protein,Files in cyp/macaca_mulatta_67,,
macaca_mulatta,CYP20A1,A0A5F8AFE2,A0A5F8AFE2_MACMU|protein,Files in cyp/macaca_mulatta_68,,
macaca_mulatta,CYP4F8,A0A5F8AHF0,A0A5F8AHF0_MACMU|protein,Files in cyp/macaca_mulatta_69,,
macaca_mulatta,CYP27A1,A0A5F8AI68,A0A5F8AI68_MACMU|protein,Files in cyp/macaca_mulatta_70,,
macaca_mulatta,CYP20A1,A0A5F8AJ45,A0A5F8AJ45_MACMU|protein,Files in cyp/macaca_mulatta_71,,
macaca_mulatta,CYP20A1,A0A5F8AK40,A0A5F8AK40_MACMU|protein,Files in cyp/macaca_mulatta_72,,
macaca_mulatta,CYP4F8,A0A5F8ARU1,A0A5F8ARU1_MACMU|protein,Files in cyp/macaca_mulatta_73,,
macaca_mulatta,CYP3A7,A0A5K1UDW5,A0A5K1UDW5_MACMU|protein,Files in cyp/macaca_mulatta_74,,
macaca_mulatta,,A0A8J8XB98,A0A8J8XB98_MACMU|protein,Files in cyp/macaca_mulatta_75,,
macaca_mulatta,,A0A8J8Y3G2,A0A8J8Y3G2_MACMU|protein,Files in cyp/macaca_mulatta_76,,
macaca_mulatta,CYP2C76,D5FF20,D5FF20_MACMU|protein,Files in cyp/macaca_mulatta_77,,
macaca_mulatta,CYP2A26,E0XJT3,E0XJT3_MACMU|protein,Files in cyp/macaca_mulatta_78,,
macaca_mulatta,CYP2C93,F1ADG8,F1ADG8_MACMU|protein,Files in cyp/macaca_mulatta_79,,
macaca_mulatta,CYP4F22,F6PRN1,F6PRN1_MACMU|protein,Files in cyp/macaca_mulatta_80,,
macaca_mulatta,CYP39A1,F6QGA0,F6QGA0_MACMU|protein,Files in cyp/macaca_mulatta_81,,
macaca_mulatta,CYP4F11,F6R125,F6R125_MACMU|protein,Files in cyp/macaca_mulatta_82,,
macaca_mulatta,CYP2C19,F6RN64,F6RN64_MACMU|protein,Files in cyp/macaca_mulatta_83,,
macaca_mulatta,CYP20A1,F6VHS1,F6VHS1_MACMU|protein,Files in cyp/macaca_mulatta_84,,
macaca_mulatta,CYP4X1,F6X025,F6X025_MACMU|protein,Files in cyp/macaca_mulatta_85,,
macaca_mulatta,CYP2C18,F6XQK6,F6XQK6_MACMU|protein,Files in cyp/macaca_mulatta_86,,
macaca_mulatta,CYP3A7,F7A4D9,F7A4D9_MACMU|protein,Files in cyp/macaca_mulatta_87,,
macaca_mulatta,CYP3A7,F7DPC1,F7DPC1_MACMU|protein,Files in cyp/macaca_mulatta_88,,
macaca_mulatta,CYP26C1,F7EFN0,F7EFN0_MACMU|protein,Files in cyp/macaca_mulatta_89,,
macaca_mulatta,CYP4F11,F7F854,F7F854_MACMU|protein,Files in cyp/macaca_mulatta_90,,
macaca_mulatta,CYP4F8,F7G1Q8,F7G1Q8_MACMU|protein,Files in cyp/macaca_mulatta_91,,
macaca_mulatta,CYP3A43,F7GFZ4,F7GFZ4_MACMU|protein,Files in cyp/macaca_mulatta_92,,
macaca_mulatta,CYP4B1,F7GR86,F7GR86_MACMU|protein,Files in cyp/macaca_mulatta_93,,
macaca_mulatta,CYP4A45,F7GR88,F7GR88_MACMU|protein,Files in cyp/macaca_mulatta_94,,
macaca_mulatta,CYP4A11,F7GR90,F7GR90_MACMU|protein,Files in cyp/macaca_mulatta_95,,
macaca_mulatta,CYP2A26,F7GWT6,F7GWT6_MACMU|protein,Files in cyp/macaca_mulatta_96,,
macaca_mulatta,CYP2A26,F7GWT8,F7GWT8_MACMU|protein,Files in cyp/macaca_mulatta_97,,
macaca_mulatta,CYP4F8,F7GXR5,F7GXR5_MACMU|protein,Files in cyp/macaca_mulatta_98,,
macaca_mulatta,CYP2A26,F7GYF8,F7GYF8_MACMU|protein,Files in cyp/macaca_mulatta_99,,
macaca_mulatta,CYP2A26,F7GYG0,F7GYG0_MACMU|protein,Files in cyp/macaca_mulatta_100,,
macaca_mulatta,CYP2C93,F7H678,F7H678_MACMU|protein,Files in cyp/macaca_mulatta_101,,
macaca_mulatta,CYP2C18,F7H899,F7H899_MACMU|protein,Files in cyp/macaca_mulatta_102,,
macaca_mulatta,CYP27A1,F7HD06,F7HD06_MACMU|protein,Files in cyp/macaca_mulatta_103,,
macaca_mulatta,,G7MGX3,G7MGX3_MACMU|protein,Files in cyp/macaca_mulatta_104,,
macaca_mulatta,,G7MGX4,G7MGX4_MACMU|protein,Files in cyp/macaca_mulatta_105,,
macaca_mulatta,,G7MHA6,G7MHA6_MACMU|protein,Files in cyp/macaca_mulatta_106,,
macaca_mulatta,,G7MIX4,G7MIX4_MACMU|protein,Files in cyp/macaca_mulatta_107,,
macaca_mulatta,,G7MNS0,G7MNS0_MACMU|protein,Files in cyp/macaca_mulatta_108,,
macaca_mulatta,,G7MNS1,G7MNS1_MACMU|protein,Files in cyp/macaca_mulatta_109,,
macaca_mulatta,,G7MNS2,G7MNS2_MACMU|protein,Files in cyp/macaca_mulatta_110,,
macaca_mulatta,,G7MNS3,G7MNS3_MACMU|protein,Files in cyp/macaca_mulatta_111,,
macaca_mulatta,,G7N078,G7N078_MACMU|protein,Files in cyp/macaca_mulatta_112,,
macaca_mulatta,,G7N434,G7N434_MACMU|protein,Files in cyp/macaca_mulatta_113,,
macaca_mulatta,,G7N8Q0,G7N8Q0_MACMU|protein,Files in cyp/macaca_mulatta_114,,
macaca_mulatta,,G7N9V0,G7N9V0_MACMU|protein,Files in cyp/macaca_mulatta_115,,
macaca_mulatta,CYP27C1,G7NB44,G7NB44_MACMU|protein,Files in cyp/macaca_mulatta_116,,
macaca_mulatta,,G7NLI4,G7NLI4_MACMU|protein,Files in cyp/macaca_mulatta_117,,
macaca_mulatta,,G7NLI5,G7NLI5_MACMU|protein,Files in cyp/macaca_mulatta_118,,
macaca_mulatta,,G7NLI6,G7NLI6_MACMU|protein,Files in cyp/macaca_mulatta_119,,
macaca_mulatta,,G7NMM5,G7NMM5_MACMU|protein,Files in cyp/macaca_mulatta_120,,
macaca_mulatta,,G7NMM8,G7NMM8_MACMU|protein,Files in cyp/macaca_mulatta_121,,
macaca_mulatta,,G7NMN0,G7NMN0_MACMU|protein,Files in cyp/macaca_mulatta_122,,
macaca_mulatta,,G7NMN4,G7NMN4_MACMU|protein,Files in cyp/macaca_mulatta_123,,
macaca_mulatta,,G8F1U1,G8F1U1_MACMU|protein,Files in cyp/macaca_mulatta_124,,
macaca_mulatta,CYP1B1,H9Z5P7,H9Z5P7_MACMU|protein,Files in cyp/macaca_mulatta_125,,
macaca_mulatta,CYP20A1,H9ZBL7,H9ZBL7_MACMU|protein,Files in cyp/macaca_mulatta_126,,
macaca_mulatta,CYP4X1,I2CUH9,I2CUH9_MACMU|protein,Files in cyp/macaca_mulatta_127,,
macaca_mulatta,CYP20A1,I2CVC1,I2CVC1_MACMU|protein,Files in cyp/macaca_mulatta_128,,
macaca_mulatta,CYP2C43,Q53TY7,Q53TY7_MACMU|protein,Files in cyp/macaca_mulatta_129,,
macaca_mulatta,CYP2F6,Q58HA0,Q58HA0_MACMU|protein,Files in cyp/macaca_mulatta_130,,
macaca_mulatta,CYP3A66,Q6GUQ3,Q6GUQ3_MACMU|protein,Files in cyp/macaca_mulatta_131,,
macaca_mulatta,CYP2C74,Q6GUQ7,Q6GUQ7_MACMU|protein,Files in cyp/macaca_mulatta_132,,
macaca_mulatta,CYP2B30,Q6GUQ8,Q6GUQ8_MACMU|protein,Files in cyp/macaca_mulatta_133,,
macaca_mulatta,CYP2A24,Q6GUQ9,Q6GUQ9_MACMU|protein,Files in cyp/macaca_mulatta_134,,
macaca_mulatta,CYP2A23,Q6GUR0,Q6GUR0_MACMU|protein,Files in cyp/macaca_mulatta_135,,
macaca_mulatta,CYP3A64,Q6PSM4,Q6PSM4_MACMU|protein,Files in cyp/macaca_mulatta_136,,
macaca_mulatta,CYP3A64,Q6VP01,Q6VP01_MACMU|protein,Files in cyp/macaca_mulatta_137,,
macaca_mulatta,CYP2S1,A0A1D5RIQ6,A0A1D5RIQ6_MACMU|protein,Files in cyp/macaca_mulatta_138,,
macaca_mulatta,CYP2J2,A0A5F7ZMI3,A0A5F7ZMI3_MACMU|protein,Files in cyp/macaca_mulatta_139,,
macaca_mulatta,CYP20A1,F6ULN7,F6ULN7_MACMU|protein,Files in cyp/macaca_mulatta_140,,
